number;EN;ES;ftu8;utf8;tag;unicode;native
1393;leaf fluttering in wind;Hoja revoloteando en el viento;<ed><a0><bc><ed><bd><83>;<f0><9f><8d><83>;blow flutter leaf wind;U+1F343;🍃
1394;grapes;uvas;<ed><a0><bc><ed><bd><87>;<f0><9f><8d><87>;fruit grape;U+1F347;🍇
1395;melon;melón;<ed><a0><bc><ed><bd><88>;<f0><9f><8d><88>;fruit;U+1F348;🍈
1396;watermelon;sandía;<ed><a0><bc><ed><bd><89>;<f0><9f><8d><89>;fruit;U+1F349;🍉
1397;tangerine;Mandarina;<ed><a0><bc><ed><bd><8a>;<f0><9f><8d><8a>;fruit orange;U+1F34A;🍊
1398;lemon;limón;<ed><a0><bc><ed><bd><8b>;<f0><9f><8d><8b>;citrus fruit;U+1F34B;🍋
1399;banana;plátano;<ed><a0><bc><ed><bd><8c>;<f0><9f><8d><8c>;fruit;U+1F34C;🍌
14;face blowing a kiss;Cara que sopla un beso;<ed><a0><bd><ed><b8><98>;<f0><9f><98><98>;face kiss;U+1F618;😘
140;baby: dark skin tone;Bebé: tono de piel oscuro;<ed><a0><bd><ed><b1><b6><ed><a0><bc><ed><bf><bf>;<f0><9f><91><b6><f0><9f><8f><bf>;baby dark skin tone young;U+1F476 U+1F3FF;👶 🏿
1400;pineapple;piña;<ed><a0><bc><ed><bd><8d>;<f0><9f><8d><8d>;fruit;U+1F34D;🍍
1401;red apple;manzana roja;<ed><a0><bc><ed><bd><8e>;<f0><9f><8d><8e>;apple fruit red;U+1F34E;🍎
1402;green apple;manzana verde;<ed><a0><bc><ed><bd><8f>;<f0><9f><8d><8f>;apple fruit green;U+1F34F;🍏
1403;pear;Pera;<ed><a0><bc><ed><bd><90>;<f0><9f><8d><90>;fruit;U+1F350;🍐
1404;peach;melocotón;<ed><a0><bc><ed><bd><91>;<f0><9f><8d><91>;fruit;U+1F351;🍑
1405;cherries;guindas;<ed><a0><bc><ed><bd><92>;<f0><9f><8d><92>;cherry fruit;U+1F352;🍒
1406;strawberry;fresa;<ed><a0><bc><ed><bd><93>;<f0><9f><8d><93>;berry fruit;U+1F353;🍓
1407;kiwi fruit;Kiwi;<ed><a0><be><ed><b5><9d>;<f0><9f><a5><9d>;food fruit kiwi;U+1F95D;🥝
1408;tomato;tomate;<ed><a0><bc><ed><bd><85>;<f0><9f><8d><85>;fruit vegetable;U+1F345;🍅
1409;avocado;aguacate;<ed><a0><be><ed><b5><91>;<f0><9f><a5><91>;avocado food fruit;U+1F951;🥑
141;baby angel;Ángel bebé;<ed><a0><bd><ed><b1><bc>;<f0><9f><91><bc>;angel baby face fairy tale fantasy;U+1F47C;👼
1410;eggplant;berenjena;<ed><a0><bc><ed><bd><86>;<f0><9f><8d><86>;aubergine vegetable;U+1F346;🍆
1411;potato;patata;<ed><a0><be><ed><b5><94>;<f0><9f><a5><94>;food potato vegetable;U+1F954;🥔
1412;carrot;Zanahoria;<ed><a0><be><ed><b5><95>;<f0><9f><a5><95>;carrot food vegetable;U+1F955;🥕
1413;ear of corn;mazorca de maíz;<ed><a0><bc><ed><bc><bd>;<f0><9f><8c><bd>;corn ear maize maze;U+1F33D;🌽
1414;hot pepper;guindilla;<ed><a0><bc><ed><bc><b6>;<f0><9f><8c><b6>;hot pepper;U+1F336;🌶
1415;cucumber;pepino;<ed><a0><be><ed><b5><92>;<f0><9f><a5><92>;cucumber food pickle vegetable;U+1F952;🥒
1416;mushroom;seta;<ed><a0><bc><ed><bd><84>;<f0><9f><8d><84>;toadstool;U+1F344;🍄
1417;peanuts;miseria;<ed><a0><be><ed><b5><9c>;<f0><9f><a5><9c>;food nut peanut vegetable;U+1F95C;🥜
1418;chestnut;castaña;<ed><a0><bc><ed><bc><b0>;<f0><9f><8c><b0>;plant;U+1F330;🌰
1419;bread;pan de molde;<ed><a0><bc><ed><bd><9e>;<f0><9f><8d><9e>;loaf;U+1F35E;🍞
142;baby angel: light skin tone;Ángel del bebé: tono de piel ligero;<ed><a0><bd><ed><b1><bc><ed><a0><bc><ed><bf><bb>;<f0><9f><91><bc><f0><9f><8f><bb>;angel baby face fairy tale fantasy light skin tone;U+1F47C U+1F3FB;👼 🏻
1420;croissant;cuerno;<ed><a0><be><ed><b5><90>;<f0><9f><a5><90>;bread crescent roll croissant food french;U+1F950;🥐
1421;baguette bread;Pan baguette;<ed><a0><be><ed><b5><96>;<f0><9f><a5><96>;baguette bread food french;U+1F956;🥖
1422;pancakes;panqueques;<ed><a0><be><ed><b5><9e>;<f0><9f><a5><9e>;crÃªpe food hotcake pancake;U+1F95E;🥞
1423;cheese wedge;Cuña de queso;<ed><a0><be><ed><b7><80>;<f0><9f><a7><80>;cheese;U+1F9C0;🧀
1424;meat on bone;Carne en hueso;<ed><a0><bc><ed><bd><96>;<f0><9f><8d><96>;bone meat;U+1F356;🍖
1425;poultry leg;Pierna de ave;<ed><a0><bc><ed><bd><97>;<f0><9f><8d><97>;bone chicken leg poultry;U+1F357;🍗
1426;bacon;tocino;<ed><a0><be><ed><b5><93>;<f0><9f><a5><93>;bacon food meat;U+1F953;🥓
1427;hamburger;hamburguesa;<ed><a0><bc><ed><bd><94>;<f0><9f><8d><94>;burger;U+1F354;🍔
1428;french fries;papas fritas;<ed><a0><bc><ed><bd><9f>;<f0><9f><8d><9f>;french fries;U+1F35F;🍟
1429;pizza;Pizza;<ed><a0><bc><ed><bd><95>;<f0><9f><8d><95>;cheese slice;U+1F355;🍕
143;baby angel: medium-light skin tone;Ángel de bebé: tono de piel de tono medio;<ed><a0><bd><ed><b1><bc><ed><a0><bc><ed><bf><bc>;<f0><9f><91><bc><f0><9f><8f><bc>;angel baby face fairy tale fantasy medium-light_skin_tone medium-light skin tone;U+1F47C U+1F3FC;👼 🏼
1430;hot dog;Pancho;<ed><a0><bc><ed><bc><ad>;<f0><9f><8c><ad>;frankfurter hotdog sausage;U+1F32D;🌭
1431;taco;Taco;<ed><a0><bc><ed><bc><ae>;<f0><9f><8c><ae>;mexican;U+1F32E;🌮
1432;burrito;Burrito;<ed><a0><bc><ed><bc><af>;<f0><9f><8c><af>;mexican wrap;U+1F32F;🌯
1433;stuffed flatbread;Pan plano relleno;<ed><a0><be><ed><b5><99>;<f0><9f><a5><99>;falafel flatbread food gyro kebab stuffed;U+1F959;🥙
1434;egg;huevo;<ed><a0><be><ed><b5><9a>;<f0><9f><a5><9a>;egg food;U+1F95A;🥚
1435;cooking;cocina;<ed><a0><bc><ed><bd><b3>;<f0><9f><8d><b3>;egg frying pan;U+1F373;🍳
1436;shallow pan of food;Pan poco profundo de la comida;<ed><a0><be><ed><b5><98>;<f0><9f><a5><98>;casserole food paella pan shallow;U+1F958;🥘
1437;pot of food;Bote de comida;<ed><a0><bc><ed><bd><b2>;<f0><9f><8d><b2>;pot stew;U+1F372;🍲
1438;green salad;ensalada verde;<ed><a0><be><ed><b5><97>;<f0><9f><a5><97>;food green salad;U+1F957;🥗
1439;popcorn;palomitas de maiz;<ed><a0><bc><ed><bd><bf>;<f0><9f><8d><bf>;popcorn;U+1F37F;🍿
144;baby angel: medium skin tone;Ángel del bebé: tono de piel medio;<ed><a0><bd><ed><b1><bc><ed><a0><bc><ed><bf><bd>;<f0><9f><91><bc><f0><9f><8f><bd>;angel baby face fairy tale fantasy medium skin tone;U+1F47C U+1F3FD;👼 🏽
1440;bento box;Caja de bento;<ed><a0><bc><ed><bd><b1>;<f0><9f><8d><b1>;bento box;U+1F371;🍱
1441;rice cracker;galleta de arroz;<ed><a0><bc><ed><bd><98>;<f0><9f><8d><98>;cracker rice;U+1F358;🍘
1442;rice ball;bola de arroz;<ed><a0><bc><ed><bd><99>;<f0><9f><8d><99>;ball Japanese rice;U+1F359;🍙
1443;cooked rice;arroz cocido;<ed><a0><bc><ed><bd><9a>;<f0><9f><8d><9a>;cooked rice;U+1F35A;🍚
1444;curry rice;arroz al curry;<ed><a0><bc><ed><bd><9b>;<f0><9f><8d><9b>;curry rice;U+1F35B;🍛
1445;steaming bowl;Tazón de vapor;<ed><a0><bc><ed><bd><9c>;<f0><9f><8d><9c>;bowl noodle ramen steaming;U+1F35C;🍜
1446;spaghetti;espaguetis;<ed><a0><bc><ed><bd><9d>;<f0><9f><8d><9d>;pasta;U+1F35D;🍝
1447;roasted sweet potato;Patata dulce tostada;<ed><a0><bc><ed><bd><a0>;<f0><9f><8d><a0>;potato roasted sweet;U+1F360;🍠
1448;oden;Oden;<ed><a0><bc><ed><bd><a2>;<f0><9f><8d><a2>;kebab seafood skewer stick;U+1F362;🍢
1449;sushi;Sushi;<ed><a0><bc><ed><bd><a3>;<f0><9f><8d><a3>;sushi;U+1F363;🍣
145;baby angel: medium-dark skin tone;Ángel del bebé: tono medio-oscuro de la piel;<ed><a0><bd><ed><b1><bc><ed><a0><bc><ed><bf><be>;<f0><9f><91><bc><f0><9f><8f><be>;angel baby face fairy tale fantasy medium-dark_skin_tone medium-dark skin tone;U+1F47C U+1F3FE;👼 🏾
1450;fried shrimp;camarón frito;<ed><a0><bc><ed><bd><a4>;<f0><9f><8d><a4>;fried prawn shrimp tempura;U+1F364;🍤
1451;fish cake with swirl;Torta de pescado con remolino;<ed><a0><bc><ed><bd><a5>;<f0><9f><8d><a5>;cake fish pastry swirl;U+1F365;🍥
1452;dango;Dango;<ed><a0><bc><ed><bd><a1>;<f0><9f><8d><a1>;dessert Japanese skewer stick sweet;U+1F361;🍡
1453;soft ice cream;Helado suave;<ed><a0><bc><ed><bd><a6>;<f0><9f><8d><a6>;cream dessert ice icecream soft sweet;U+1F366;🍦
1454;shaved ice;Hielo picado;<ed><a0><bc><ed><bd><a7>;<f0><9f><8d><a7>;dessert ice shaved sweet;U+1F367;🍧
1455;ice cream;helado;<ed><a0><bc><ed><bd><a8>;<f0><9f><8d><a8>;cream dessert ice sweet;U+1F368;🍨
1456;doughnut;rosquilla;<ed><a0><bc><ed><bd><a9>;<f0><9f><8d><a9>;dessert donut sweet;U+1F369;🍩
1457;cookie;Galleta;<ed><a0><bc><ed><bd><aa>;<f0><9f><8d><aa>;dessert sweet;U+1F36A;🍪
1458;birthday cake;pastel de cumpleaños;<ed><a0><bc><ed><be><82>;<f0><9f><8e><82>;birthday cake celebration dessert pastry sweet;U+1F382;🎂
1459;shortcake;torta de frutas;<ed><a0><bc><ed><bd><b0>;<f0><9f><8d><b0>;cake dessert pastry slice sweet;U+1F370;🍰
146;baby angel: dark skin tone;Ángel del bebé: tono de piel oscuro;<ed><a0><bd><ed><b1><bc><ed><a0><bc><ed><bf><bf>;<f0><9f><91><bc><f0><9f><8f><bf>;angel baby dark skin tone face fairy tale fantasy;U+1F47C U+1F3FF;👼 🏿
1460;chocolate bar;barra de chocolate;<ed><a0><bc><ed><bd><ab>;<f0><9f><8d><ab>;bar chocolate dessert sweet;U+1F36B;🍫
1461;candy;caramelo;<ed><a0><bc><ed><bd><ac>;<f0><9f><8d><ac>;dessert sweet;U+1F36C;🍬
1462;lollipop;chupete;<ed><a0><bc><ed><bd><ad>;<f0><9f><8d><ad>;candy dessert sweet;U+1F36D;🍭
1463;custard;lactoso;<ed><a0><bc><ed><bd><ae>;<f0><9f><8d><ae>;dessert pudding sweet;U+1F36E;🍮
1464;honey pot;tarro de miel;<ed><a0><bc><ed><bd><af>;<f0><9f><8d><af>;honey honeypot pot sweet;U+1F36F;🍯
1465;baby bottle;biberón;<ed><a0><bc><ed><bd><bc>;<f0><9f><8d><bc>;baby bottle drink milk;U+1F37C;🍼
1466;glass of milk;vaso de leche;<ed><a0><be><ed><b5><9b>;<f0><9f><a5><9b>;drink glass milk;U+1F95B;🥛
1467;hot beverage;bebida caliente;<e2><98><95>;<e2><98><95>;beverage coffee drink hot steaming tea;U+2615;☕
1468;teacup without handle;Taza de té sin mango;<ed><a0><bc><ed><bd><b5>;<f0><9f><8d><b5>;beverage cup drink tea teacup;U+1F375;🍵
1469;sake;motivo;<ed><a0><bc><ed><bd><b6>;<f0><9f><8d><b6>;bar beverage bottle cup drink;U+1F376;🍶
147;man health worker;Trabajador de salud;<ed><a0><bd><ed><b1><a8><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a8><e2><80><8d><e2><9a><95><ef><b8><8f>;doctor healthcare man nurse therapist;U+1F468 U+200D U+2695 U+FE0F;👨 ‍ ⚕ ️
1470;bottle with popping cork;Botella con tapón de corcho;<ed><a0><bc><ed><bd><be>;<f0><9f><8d><be>;bar bottle cork drink popping;U+1F37E;🍾
1471;wine glass;Copa de vino;<ed><a0><bc><ed><bd><b7>;<f0><9f><8d><b7>;bar beverage drink glass wine;U+1F377;🍷
1472;cocktail glass;Copa de cóctel;<ed><a0><bc><ed><bd><b8>;<f0><9f><8d><b8>;bar cocktail drink glass;U+1F378;🍸
1473;tropical drink;Bebida tropical;<ed><a0><bc><ed><bd><b9>;<f0><9f><8d><b9>;bar drink tropical;U+1F379;🍹
1474;beer mug;jarro de cerveza;<ed><a0><bc><ed><bd><ba>;<f0><9f><8d><ba>;bar beer drink mug;U+1F37A;🍺
1475;clinking beer mugs;Tazas de cerveza tintineo;<ed><a0><bc><ed><bd><bb>;<f0><9f><8d><bb>;bar beer clink drink mug;U+1F37B;🍻
1476;clinking glasses;Lentes tintineantes;<ed><a0><be><ed><b5><82>;<f0><9f><a5><82>;celebrate clink drink glass;U+1F942;🥂
1477;tumbler glass;Vaso de vidrio;<ed><a0><be><ed><b5><83>;<f0><9f><a5><83>;glass liquor shot tumbler whisky;U+1F943;🥃
1478;fork and knife with plate;Tenedor y cuchillo con plato;<ed><a0><bc><ed><bd><bd>;<f0><9f><8d><bd>;cooking fork knife plate;U+1F37D;🍽
1479;fork and knife;tenedor y cuchillo;<ed><a0><bc><ed><bd><b4>;<f0><9f><8d><b4>;cooking fork knife;U+1F374;🍴
148;man health worker: light skin tone;Trabajador de la salud del hombre: tono de piel ligero;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a8><f0><9f><8f><bb><e2><80><8d><e2><9a><95><ef><b8><8f>;doctor healthcare light skin tone man nurse therapist;U+1F468 U+1F3FB U+200D U+2695 U+FE0F;👨 🏻 ‍ ⚕ ️
1480;spoon;cuchara;<ed><a0><be><ed><b5><84>;<f0><9f><a5><84>;spoon tableware;U+1F944;🥄
1481;kitchen knife;cuchillo de cocina;<ed><a0><bd><ed><b4><aa>;<f0><9f><94><aa>;cooking hocho knife tool weapon;U+1F52A;🔪
1482;amphora;ánfora;<ed><a0><bc><ed><bf><ba>;<f0><9f><8f><ba>;Aquarius cooking drink jug tool weapon zodiac;U+1F3FA;🏺
1483;globe showing Europe-Africa;Mundo mostrando Europa-África;<ed><a0><bc><ed><bc><8d>;<f0><9f><8c><8d>;Africa earth Europe globe world;U+1F30D;🌍
1484;globe showing Americas;Mundo mostrando Américas;<ed><a0><bc><ed><bc><8e>;<f0><9f><8c><8e>;Americas earth globe world;U+1F30E;🌎
1485;globe showing Asia-Australia;Globo mostrando Asia-Australia;<ed><a0><bc><ed><bc><8f>;<f0><9f><8c><8f>;Asia Australia earth globe world;U+1F30F;🌏
1486;globe with meridians;Globo con meridianos;<ed><a0><bc><ed><bc><90>;<f0><9f><8c><90>;earth globe meridians world;U+1F310;🌐
1487;world map;mapa del mundo;<ed><a0><bd><ed><b7><ba>;<f0><9f><97><ba>;map world;U+1F5FA;🗺
1488;map of Japan;Mapa de Japón;<ed><a0><bd><ed><b7><be>;<f0><9f><97><be>;Japan map;U+1F5FE;🗾
1489;snow-capped mountain;Montaña cubierta de nieve;<ed><a0><bc><ed><bf><94>;<f0><9f><8f><94>;cold mountain snow;U+1F3D4;🏔
149;man health worker: medium-light skin tone;Trabajador de la salud del hombre: tono de piel de tono medio;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a8><f0><9f><8f><bc><e2><80><8d><e2><9a><95><ef><b8><8f>;doctor healthcare man medium-light_skin_tone medium-light skin tone nurse therapist;U+1F468 U+1F3FC U+200D U+2695 U+FE0F;👨 🏼 ‍ ⚕ ️
1490;mountain;montaña;<e2><9b><b0>;<e2><9b><b0>;mountain;U+26F0;⛰
1491;volcano;volcán;<ed><a0><bc><ed><bc><8b>;<f0><9f><8c><8b>;eruption mountain;U+1F30B;🌋
1492;mount fuji;Monte Fuji;<ed><a0><bd><ed><b7><bb>;<f0><9f><97><bb>;fuji mountain;U+1F5FB;🗻
1493;camping;cámping;<ed><a0><bc><ed><bf><95>;<f0><9f><8f><95>;camping;U+1F3D5;🏕
1494;beach with umbrella;Playa con paraguas;<ed><a0><bc><ed><bf><96>;<f0><9f><8f><96>;beach umbrella;U+1F3D6;🏖
1495;desert;Desierto;<ed><a0><bc><ed><bf><9c>;<f0><9f><8f><9c>;desert;U+1F3DC;🏜
1496;desert island;isla desierta;<ed><a0><bc><ed><bf><9d>;<f0><9f><8f><9d>;desert island;U+1F3DD;🏝
1497;national park;parque Nacional;<ed><a0><bc><ed><bf><9e>;<f0><9f><8f><9e>;park;U+1F3DE;🏞
1498;stadium;estadio;<ed><a0><bc><ed><bf><9f>;<f0><9f><8f><9f>;stadium;U+1F3DF;🏟
1499;classical building;Edificio clásico;<ed><a0><bc><ed><bf><9b>;<f0><9f><8f><9b>;classical;U+1F3DB;🏛
15;kissing face;Besar la cara;<ed><a0><bd><ed><b8><97>;<f0><9f><98><97>;face kiss;U+1F617;😗
150;man health worker: medium skin tone;Hombre trabajador de la salud: tono de piel medio;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a8><f0><9f><8f><bd><e2><80><8d><e2><9a><95><ef><b8><8f>;doctor healthcare man medium skin tone nurse therapist;U+1F468 U+1F3FD U+200D U+2695 U+FE0F;👨 🏽 ‍ ⚕ ️
1500;building construction;Construcción de edificio;<ed><a0><bc><ed><bf><97>;<f0><9f><8f><97>;construction;U+1F3D7;🏗
1501;house;casa;<ed><a0><bc><ed><bf><98>;<f0><9f><8f><98>;house;U+1F3D8;🏘
1502;cityscape;Paisaje urbano;<ed><a0><bc><ed><bf><99>;<f0><9f><8f><99>;city;U+1F3D9;🏙
1503;derelict house;Casa abandonada;<ed><a0><bc><ed><bf><9a>;<f0><9f><8f><9a>;derelict house;U+1F3DA;🏚
1504;house;casa;<ed><a0><bc><ed><bf><a0>;<f0><9f><8f><a0>;home house;U+1F3E0;🏠
1505;house with garden;Casa con jardín;<ed><a0><bc><ed><bf><a1>;<f0><9f><8f><a1>;garden home house;U+1F3E1;🏡
1506;office building;edificio de oficinas;<ed><a0><bc><ed><bf><a2>;<f0><9f><8f><a2>;building;U+1F3E2;🏢
1507;Japanese post office;Oficina de correos japonesa;<ed><a0><bc><ed><bf><a3>;<f0><9f><8f><a3>;Japanese post;U+1F3E3;🏣
1508;post office;oficina postal;<ed><a0><bc><ed><bf><a4>;<f0><9f><8f><a4>;European post;U+1F3E4;🏤
1509;hospital;hospital;<ed><a0><bc><ed><bf><a5>;<f0><9f><8f><a5>;doctor medicine;U+1F3E5;🏥
151;man health worker: medium-dark skin tone;Trabajador de la salud del hombre: tono de piel medio-oscuro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><be><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a8><f0><9f><8f><be><e2><80><8d><e2><9a><95><ef><b8><8f>;doctor healthcare man medium-dark_skin_tone medium-dark skin tone nurse therapist;U+1F468 U+1F3FE U+200D U+2695 U+FE0F;👨 🏾 ‍ ⚕ ️
1510;bank;banco;<ed><a0><bc><ed><bf><a6>;<f0><9f><8f><a6>;building;U+1F3E6;🏦
1511;hotel;hotel;<ed><a0><bc><ed><bf><a8>;<f0><9f><8f><a8>;building;U+1F3E8;🏨
1512;love hotel;Hotel del amor;<ed><a0><bc><ed><bf><a9>;<f0><9f><8f><a9>;hotel love;U+1F3E9;🏩
1513;convenience store;Tienda de conveniencia;<ed><a0><bc><ed><bf><aa>;<f0><9f><8f><aa>;convenience store;U+1F3EA;🏪
1514;school;colegio;<ed><a0><bc><ed><bf><ab>;<f0><9f><8f><ab>;building;U+1F3EB;🏫
1515;department store;grandes almacenes;<ed><a0><bc><ed><bf><ac>;<f0><9f><8f><ac>;department store;U+1F3EC;🏬
1516;factory;fábrica;<ed><a0><bc><ed><bf><ad>;<f0><9f><8f><ad>;building;U+1F3ED;🏭
1517;Japanese castle;Castillo japonés;<ed><a0><bc><ed><bf><af>;<f0><9f><8f><af>;castle Japanese;U+1F3EF;🏯
1518;castle;castillo;<ed><a0><bc><ed><bf><b0>;<f0><9f><8f><b0>;European;U+1F3F0;🏰
1519;wedding;Boda;<ed><a0><bd><ed><b2><92>;<f0><9f><92><92>;chapel romance;U+1F492;💒
152;man health worker: dark skin tone;Hombre trabajador de la salud: tono de piel oscuro;<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a8><f0><9f><8f><bf><e2><80><8d><e2><9a><95><ef><b8><8f>;dark skin tone doctor healthcare man nurse therapist;U+1F468 U+1F3FF U+200D U+2695 U+FE0F;👨 🏿 ‍ ⚕ ️
1520;Tokyo tower;Torre de Tokio;<ed><a0><bd><ed><b7><bc>;<f0><9f><97><bc>;Tokyo tower;U+1F5FC;🗼
1521;Statue of Liberty;Estatua de la Libertad;<ed><a0><bd><ed><b7><bd>;<f0><9f><97><bd>;liberty statue;U+1F5FD;🗽
1522;church;Iglesia;<e2><9b><aa>;<e2><9b><aa>;Christian cross religion;U+26EA;⛪
1523;mosque;mezquita;<ed><a0><bd><ed><b5><8c>;<f0><9f><95><8c>;islam Muslim religion;U+1F54C;🕌
1524;synagogue;sinagoga;<ed><a0><bd><ed><b5><8d>;<f0><9f><95><8d>;Jew Jewish religion temple;U+1F54D;🕍
1525;shinto shrine;Santuario sintoísta;<e2><9b><a9>;<e2><9b><a9>;religion shinto shrine;U+26E9;⛩
1526;kaaba;Kaaba;<ed><a0><bd><ed><b5><8b>;<f0><9f><95><8b>;islam Muslim religion;U+1F54B;🕋
1527;fountain;fuente;<e2><9b><b2>;<e2><9b><b2>;fountain;U+26F2;⛲
1528;tent;tienda;<e2><9b><ba>;<e2><9b><ba>;camping;U+26FA;⛺
1529;foggy;brumoso;<ed><a0><bc><ed><bc><81>;<f0><9f><8c><81>;fog;U+1F301;🌁
153;woman health worker;Trabajadora de la salud de la mujer;<ed><a0><bd><ed><b1><a9><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a9><e2><80><8d><e2><9a><95><ef><b8><8f>;doctor healthcare nurse therapist woman;U+1F469 U+200D U+2695 U+FE0F;👩 ‍ ⚕ ️
1530;night with stars;Noche con estrellas;<ed><a0><bc><ed><bc><83>;<f0><9f><8c><83>;night star;U+1F303;🌃
1531;sunrise over mountains;Amanecer sobre las montañas;<ed><a0><bc><ed><bc><84>;<f0><9f><8c><84>;morning mountain sun sunrise;U+1F304;🌄
1532;sunrise;amanecer;<ed><a0><bc><ed><bc><85>;<f0><9f><8c><85>;morning sun;U+1F305;🌅
1533;cityscape at dusk;Paisaje urbano al atardecer;<ed><a0><bc><ed><bc><86>;<f0><9f><8c><86>;city dusk evening landscape sun sunset;U+1F306;🌆
1534;sunset;puesta de sol;<ed><a0><bc><ed><bc><87>;<f0><9f><8c><87>;dusk sun;U+1F307;🌇
1535;bridge at night;Puente en la noche;<ed><a0><bc><ed><bc><89>;<f0><9f><8c><89>;bridge night;U+1F309;🌉
1536;hot springs;aguas termales;<e2><99><a8>;<e2><99><a8>;hot hotsprings springs steaming;U+2668;♨
1537;milky way;Vía láctea;<ed><a0><bc><ed><bc><8c>;<f0><9f><8c><8c>;space;U+1F30C;🌌
1538;carousel horse;Caballo del carrusel;<ed><a0><bc><ed><be><a0>;<f0><9f><8e><a0>;carousel horse;U+1F3A0;🎠
1539;ferris wheel;Rueda de ferris;<ed><a0><bc><ed><be><a1>;<f0><9f><8e><a1>;amusement park ferris wheel;U+1F3A1;🎡
154;woman health worker: light skin tone;Trabajadora de la salud de la mujer: tono de piel ligero;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a9><f0><9f><8f><bb><e2><80><8d><e2><9a><95><ef><b8><8f>;doctor healthcare light skin tone nurse therapist woman;U+1F469 U+1F3FB U+200D U+2695 U+FE0F;👩 🏻 ‍ ⚕ ️
1540;roller coaster;montaña rusa;<ed><a0><bc><ed><be><a2>;<f0><9f><8e><a2>;amusement park coaster roller;U+1F3A2;🎢
1541;barber pole;Barbero;<ed><a0><bd><ed><b2><88>;<f0><9f><92><88>;barber haircut pole;U+1F488;💈
1542;circus tent;tienda de circo;<ed><a0><bc><ed><be><aa>;<f0><9f><8e><aa>;circus tent;U+1F3AA;🎪
1543;performing arts;las artes escénicas;<ed><a0><bc><ed><be><ad>;<f0><9f><8e><ad>;art mask performing theater theatre;U+1F3AD;🎭
1544;framed picture;foto enmarcada;<ed><a0><bd><ed><b6><bc>;<f0><9f><96><bc>;art frame museum painting picture;U+1F5BC;🖼
1545;artist palette;Paleta de artista;<ed><a0><bc><ed><be><a8>;<f0><9f><8e><a8>;art museum painting palette;U+1F3A8;🎨
1546;slot machine;maquina de casino;<ed><a0><bc><ed><be><b0>;<f0><9f><8e><b0>;game slot;U+1F3B0;🎰
1547;locomotive;locomotora;<ed><a0><bd><ed><ba><82>;<f0><9f><9a><82>;engine railway steam train;U+1F682;🚂
1548;railway car;Vagón de ferrocarril;<ed><a0><bd><ed><ba><83>;<f0><9f><9a><83>;car electric railway train tram trolleybus;U+1F683;🚃
1549;high-speed train;tren de alta velocidad;<ed><a0><bd><ed><ba><84>;<f0><9f><9a><84>;railway shinkansen speed train;U+1F684;🚄
155;woman health worker: medium-light skin tone;Trabajadora de la salud de la mujer: tono de piel de tono medio;<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><9a><95><ef><b8><8f>;<f0><9f><91><a9><f0><9f><8f><bc><e2><80><8d><e2><9a><95><ef><b8><8f>;doctor healthcare medium-light_skin_tone medium-light skin tone nurse therapist woman;U+1F469 U+1F3FC U+200D U+2695 U+FE0F;👩 🏼 ‍ ⚕ ️
1550;high-speed train with bullet nose;Tren de alta velocidad con la nariz de bala;<ed><a0><bd><ed><ba><85>;<f0><9f><9a><85>;bullet railway shinkansen speed train;U+1F685;🚅
1551;train;tren;<ed><a0><bd><ed><ba><86>;<f0><9f><9a><86>;railway;U+1F686;🚆
1552;metro;metro;<ed><a0><bd><ed><ba><87>;<f0><9f><9a><87>;subway;U+1F687;🚇
1553;light rail;tren ligero;<ed><a0><bd><ed><ba><88>;<f0><9f><9a><88>;railway;U+1F688;🚈
1554;station;estación;<ed><a0><bd><ed><ba><89>;<f0><9f><9a><89>;railway train;U+1F689;🚉
1555;tram;tranvía;<ed><a0><bd><ed><ba><8a>;<f0><9f><9a><8a>;trolleybus;U+1F68A;🚊
1556;monorail;monocarril;<ed><a0><bd><ed><ba><9d>;<f0><9f><9a><9d>;vehicle;U+1F69D;🚝
1557;mountain railway;Ferrocarril de montaña;<ed><a0><bd><ed><ba><9e>;<f0><9f><9a><9e>;car mountain railway;U+1F69E;🚞
1558;tram car;Tranvía;<ed><a0><bd><ed><ba><8b>;<f0><9f><9a><8b>;car tram trolleybus;U+1F68B;🚋
1559;bus;autobús;<ed><a0><bd><ed><ba><8c>;<f0><9f><9a><8c>;vehicle;U+1F68C;🚌
